300947	德必集团	8.1	9.22
002033	丽江股份	6.33	7.42
688580	伟思医疗	10.55	13.17
600724	宁波富达	11.99	23.43
301336	趣睡科技	10.27	25.07
000811	冰轮环境	7.75	19.01
003003	天元股份	9.5	10.77
600824	益民集团	7.9	7.7
600604	市北高新	6.03	9.74
603307	扬州金泉	8.78	20.27
603682	锦和商管	6.09	7.38
600707	彩虹股份	10.94	23.69
600774	汉商集团	10.02	12.28
300902	国安达	6.44	8.24
600225	*ST卓朗	13.57	14.3
000501	武商集团	9.88	15.78
300854	中兰环保	7.43	6.57
600706	曲江文旅	6.13	7.87
603187	海容冷链	10.11	27.02
605299	舒华体育	8.78	10.09
