date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,Upper_Wick,Lower_Wick,Spread,Body_Length,Percent_Upper_Wick,Percent_Lower_Wick,Percent_Body_Length,Buying_Volume,Selling_Volume,Cumulative_Buying_Volume,Cumulative_Selling_Volume,CVD,UDVR,UDVR_EMA
2024-09-02,601777,3.92,3.83,4.1,3.81,367467.0,143934012.0,7.42,-2.05,-0.08,0.81,0.17999999999999972,0.020000000000000018,0.2899999999999996,0.08999999999999986,0.6206896551724137,0.06896551724137946,0.31034482758620685,126712.75862068967,240754.24137931035,126712.75862068967,240754.24137931035,-114041.48275862068,0.0,0.0
2024-09-03,601777,3.88,3.77,3.88,3.75,177158.0,67308836.0,3.39,-1.57,-0.06,0.39,0.0,0.020000000000000018,0.1299999999999999,0.10999999999999988,0.0,0.1538461538461541,0.8461538461538459,13627.538461538485,163530.46153846153,111634.72926613617,230457.73740053052,-118823.00813439435,0.0,0.0
2024-09-04,601777,3.8,3.78,3.82,3.74,179158.0,67767372.0,2.12,0.27,0.01,0.4,0.020000000000000018,0.03999999999999959,0.07999999999999963,0.020000000000000018,0.2500000000000014,0.4999999999999972,0.2500000000000014,67184.24999999988,111973.75000000012,105707.99869731799,214659.87241379314,-108951.87371647515,1.011289,0.134839
2024-09-05,601777,3.8,3.88,3.91,3.78,213715.0,82300422.0,3.44,2.65,0.1,0.47,0.03000000000000025,0.020000000000000018,0.13000000000000034,0.08000000000000007,0.2307692307692321,0.15384615384615358,0.6153846153846143,172615.96153846142,41099.03846153858,114629.06040947045,191518.42788682587,-76889.36747735542,2.217642,0.412546
2024-09-06,601777,3.88,3.81,3.98,3.8,264353.0,101992213.0,4.64,-1.8,-0.07,0.58,0.10000000000000009,0.010000000000000231,0.18000000000000016,0.06999999999999984,0.5555555555555556,0.05555555555555679,0.3888888888888877,80774.52777777794,183578.47222222207,110115.12272524479,190459.76713154538,-80344.64440630059,0.889837,0.476185
2024-09-09,601777,3.84,3.87,3.94,3.74,303728.0,117331002.0,5.25,1.57,0.06,0.67,0.06999999999999984,0.09999999999999964,0.19999999999999973,0.03000000000000025,0.34999999999999964,0.4999999999999989,0.15000000000000144,174643.6000000002,129084.39999999978,118718.91969521219,182276.3848473393,-63557.465152127115,1.577766,0.623062
2024-09-10,601777,3.86,3.86,3.87,3.77,177186.0,67613779.0,2.58,-0.26,-0.01,0.39,0.010000000000000231,0.08999999999999986,0.10000000000000009,0.0,0.10000000000000223,0.8999999999999978,0.0,88593.0,88593.0,114702.13040251723,169785.26686769407,-55083.13646517684,1.125916,0.690109
2024-09-11,601777,3.87,3.86,3.9,3.82,135897.0,52510652.0,2.07,0.0,0.0,0.3,0.029999999999999805,0.040000000000000036,0.08000000000000007,0.010000000000000231,0.3749999999999972,0.5,0.12500000000000278,59454.93749999981,76442.06250000017,107335.8380155149,157339.50628533488,-50003.66826981997,1.125916,0.748217
2024-09-12,601777,3.85,3.89,3.96,3.84,232486.0,90451067.0,3.11,0.78,0.03,0.51,0.06999999999999984,0.010000000000000231,0.1200000000000001,0.040000000000000036,0.5833333333333315,0.08333333333333519,0.3333333333333333,154990.66666666666,77495.33333333333,113689.8151690018,146693.61655840132,-33003.80138939952,1.501683,0.848679
2024-09-13,601777,3.91,3.96,4.12,3.84,464374.0,185469542.0,7.2,1.8,0.07,1.03,0.16000000000000014,0.07000000000000028,0.28000000000000025,0.04999999999999982,0.5714285714285714,0.2500000000000008,0.17857142857142777,273648.9642857141,190725.03571428588,135017.70171789677,152564.4724458526,-17546.770727955824,2.252251,1.035822
2024-09-18,601777,3.96,3.88,3.98,3.85,274744.0,107134811.0,3.28,-2.02,-0.08,0.61,0.020000000000000018,0.029999999999999805,0.1299999999999999,0.08000000000000007,0.1538461538461541,0.23076923076922945,0.6153846153846164,52835.38461538447,221908.61538461552,124060.0594375618,161810.35817102098,-37750.29873345919,1.559656,1.105666
2024-09-19,601777,3.88,4.0,4.08,3.86,291262.0,116097506.0,5.67,3.09,0.12,0.64,0.08000000000000007,0.020000000000000018,0.2200000000000002,0.1200000000000001,0.36363636363636365,0.09090909090909091,0.5454545454545454,225066.0909090909,66195.9090909091,137527.53030043235,149061.7649603394,-11534.234659907059,1.885657,1.209665
2024-09-20,601777,4.0,3.94,4.02,3.87,286333.0,112215796.0,3.75,-1.5,-0.06,0.63,0.019999999999999574,0.06999999999999984,0.14999999999999947,0.06000000000000005,0.13333333333333097,0.4666666666666673,0.4000000000000018,85899.89999999976,200433.10000000027,130643.84626037467,155911.27629896085,-25267.43003858617,1.428005,1.238777
2024-09-23,601777,3.91,3.91,4.01,3.88,210182.0,82698922.0,3.3,-0.76,-0.03,0.46,0.09999999999999964,0.03000000000000025,0.1299999999999999,0.0,0.7692307692307672,0.23076923076923286,0.0,105091.0,105091.0,127236.80009232472,149135.2394590994,-21898.439366774677,1.212069,1.235216
2024-09-24,601777,3.92,4.02,4.03,3.81,378137.0,148830504.0,5.63,2.81,0.11,0.84,0.010000000000000675,0.10999999999999988,0.2200000000000002,0.09999999999999964,0.04545454545454848,0.499999999999999,0.45454545454545253,275008.7272727269,103128.27272727311,146939.72371637833,143000.97722818924,3938.746488189092,1.484119,1.268403
2024-09-25,601777,4.02,3.96,4.12,3.96,332176.0,134472640.0,3.98,-1.49,-0.06,0.73,0.10000000000000053,0.0,0.16000000000000014,0.05999999999999961,0.6250000000000028,0.0,0.3749999999999972,103805.00000000047,228370.99999999956,141188.42722086128,154383.6469310973,-13195.219710236008,1.335207,1.27731
2024-09-26,601777,3.97,4.1,4.1,3.93,390824.0,157050650.0,4.29,3.54,0.14,0.86,0.0,0.040000000000000036,0.16999999999999948,0.12999999999999945,0.0,0.23529411764705974,0.7647058823529402,344844.7058823528,45979.29411764724,168342.59770906015,139929.73322263727,28412.864486422885,1.47221,1.303297
2024-09-27,601777,4.15,4.25,4.27,4.12,290246.0,122495797.0,3.66,3.66,0.15,0.64,0.019999999999999574,0.03000000000000025,0.14999999999999947,0.09999999999999964,0.13333333333333097,0.20000000000000237,0.6666666666666666,241871.66666666666,48374.333333333336,178146.47357007436,127722.34657073008,50424.126999344284,1.521745,1.332423
