date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,Upper_Wick,Lower_Wick,Spread,Body_Length,Percent_Upper_Wick,Percent_Lower_Wick,Percent_Body_Length,Buying_Volume,Selling_Volume,Cumulative_Buying_Volume,Cumulative_Selling_Volume,CVD,UDVR,UDVR_EMA
2024-09-02,600058,6.1,6.12,6.26,6.1,73805.0,45492815.0,2.61,0.0,0.0,0.69,0.13999999999999968,0.0,0.16000000000000014,0.020000000000000462,0.8749999999999972,0.0,0.12500000000000278,41515.3125000001,32289.687499999898,41515.3125000001,32289.687499999898,9225.625000000204,0.0,0.0
2024-09-03,600058,6.15,6.11,6.21,6.09,36383.0,22355885.0,1.96,-0.16,-0.01,0.34,0.05999999999999961,0.020000000000000462,0.1200000000000001,0.040000000000000036,0.4999999999999963,0.16666666666667038,0.3333333333333333,12127.666666666666,24255.333333333332,37596.95972222231,31218.44027777769,6378.519444444621,0.0,0.0
2024-09-04,600058,6.18,6.1,6.19,6.08,34846.0,21361316.0,1.8,-0.16,-0.01,0.33,0.010000000000000675,0.019999999999999574,0.11000000000000032,0.08000000000000007,0.09090909090909678,0.1818181818181774,0.7272727272727258,4751.727272727298,30094.272727272706,33217.59539562297,31068.551271043692,2149.044124579279,0.0,0.0
2024-09-05,600058,6.08,6.15,6.19,6.06,39116.0,24055078.0,2.13,0.82,0.05,0.36,0.040000000000000036,0.020000000000000462,0.13000000000000078,0.07000000000000028,0.3076923076923061,0.15384615384615646,0.5384615384615374,30089.230769230748,9026.76923076925,32800.48011210401,28129.646999007102,4670.833113096905,0.549158,0.073221
2024-09-06,600058,6.11,6.09,6.18,6.08,25338.0,15504566.0,1.63,-0.98,-0.06,0.24,0.0699999999999994,0.009999999999999787,0.09999999999999964,0.020000000000000462,0.6999999999999964,0.09999999999999823,0.20000000000000534,10135.199999999932,15202.800000000067,29778.442763823463,26406.067399139498,3372.375364683965,0.405066,0.117467
2024-09-09,600058,6.2,6.1,6.33,6.08,89669.0,55441719.0,4.11,0.16,0.01,0.84,0.1299999999999999,0.019999999999999574,0.25,0.10000000000000053,0.5199999999999996,0.0799999999999983,0.40000000000000213,26900.699999999906,62768.3000000001,29394.74372864699,31254.365079254247,-1859.6213506072563,1.333634,0.279623
2024-09-10,600058,6.1,6.09,6.18,5.98,67185.0,40843270.0,3.28,-0.16,-0.01,0.63,0.08000000000000007,0.10999999999999943,0.1999999999999993,0.009999999999999787,0.4000000000000018,0.5499999999999992,0.049999999999999115,31912.875000000033,35272.12499999997,29730.4945648274,31790.066402020344,-2059.5718371929433,0.786464,0.347201
2024-09-11,600058,6.08,6.04,6.12,6.01,34017.0,20594511.0,1.81,-0.82,-0.05,0.32,0.040000000000000036,0.03000000000000025,0.11000000000000032,0.040000000000000036,0.3636363636363629,0.2727272727272742,0.3636363636363629,10823.590909090923,23193.409090909077,27209.574077395868,30643.84542720551,-3434.271349809642,0.651189,0.387733
2024-09-12,600058,6.05,6.14,6.16,6.03,42487.0,26047372.0,2.15,1.66,0.1,0.4,0.020000000000000462,0.019999999999999574,0.1299999999999999,0.08999999999999986,0.15384615384615752,0.1538461538461507,0.6923076923076917,35950.53846153845,6536.461538461549,28375.035995281545,27429.52757537298,945.508419908565,0.86602,0.451505
2024-09-13,600058,6.14,6.18,6.2,6.1,37079.0,22841211.0,1.63,0.65,0.04,0.35,0.020000000000000462,0.040000000000000036,0.10000000000000053,0.040000000000000036,0.20000000000000356,0.39999999999999825,0.39999999999999825,25955.29999999997,11123.700000000035,28052.404529244002,25255.41723198992,2796.9872972540834,1.053507,0.531772
