date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,Upper_Wick,Lower_Wick,Spread,Body_Length,Percent_Upper_Wick,Percent_Lower_Wick,Percent_Body_Length,Buying_Volume,Selling_Volume,Cumulative_Buying_Volume,Cumulative_Selling_Volume,CVD,UDVR,UDVR_EMA
2024-09-02,688275,25.81,24.99,25.97,24.97,9265.0,23559291.0,3.88,-3.14,-0.81,1.17,0.16000000000000014,0.019999999999999574,1.0,0.8200000000000003,0.16000000000000014,0.019999999999999574,0.8200000000000003,833.8499999999987,8431.150000000001,833.8499999999987,8431.150000000001,-7597.300000000003,0.0,0.0
2024-09-03,688275,24.9,25.63,25.95,24.8,6750.0,17221286.0,4.6,2.56,0.64,0.86,0.3200000000000003,0.09999999999999787,1.1499999999999986,0.7300000000000004,0.278260869565218,0.08695652173912868,0.6347826086956533,5517.391304347831,1232.6086956521701,1458.322173913043,7471.344492753624,-6013.022318840581,675000000.0,90000000.0
2024-09-04,688275,25.5,25.84,26.29,25.33,8316.0,21564847.0,3.75,0.82,0.21,1.05,0.4499999999999993,0.1700000000000017,0.9600000000000009,0.33999999999999986,0.46874999999999883,0.17708333333333495,0.3541666666666662,5630.624999999997,2685.375000000002,2014.6292173913034,6833.2152270531415,-4818.586009661838,1506600000.0,278880000.0
2024-09-05,688275,25.8,25.98,26.34,25.8,6223.0,16166838.0,2.09,0.54,0.14,0.79,0.35999999999999943,0.0,0.5399999999999991,0.17999999999999972,0.6666666666666666,0.0,0.3333333333333333,4148.666666666666,2074.333333333333,2299.167543961352,6198.697641223834,-3899.530097262482,2128900000.0,525549333.333333
2024-09-06,688275,26.24,25.19,26.24,25.11,5247.0,13361358.0,4.35,-3.04,-0.79,0.66,0.0,0.08000000000000185,1.129999999999999,1.0499999999999972,0.0,0.07079646017699284,0.9292035398230072,185.7345132743407,5061.26548672566,2017.3764732030838,6047.040020624077,-4029.6635474209934,4.057366,455476089.429871
2024-09-09,688275,25.19,25.0,25.42,24.9,4587.0,11516624.0,2.06,-0.75,-0.19,0.58,0.23000000000000043,0.10000000000000142,0.5200000000000031,0.19000000000000128,0.44230769230769046,0.19230769230769387,0.36538461538461564,1455.490384615384,3131.509615384616,1942.4583280580573,5658.302633258816,-3715.8443052007588,2.164836,394745944.4612
2024-09-10,688275,24.92,25.07,25.19,24.38,7880.0,19517457.0,3.24,0.28,0.07,1.0,0.120000000000001,0.5400000000000027,0.8100000000000023,0.14999999999999858,0.14814814814814897,0.6666666666666682,0.1851851851851829,4669.6296296296205,3210.3703703703795,2306.081168267599,5331.911664873692,-3025.8304966060928,2.966138,342113152.261858
2024-09-11,688275,24.74,25.62,25.93,24.74,9700.0,24811719.0,4.75,2.19,0.55,1.23,0.3099999999999987,0.0,1.1900000000000013,0.8800000000000026,0.2605042016806709,0.0,0.7394957983193291,8436.554621848747,1263.4453781512539,3123.4776287450854,4789.4494933107,-1665.9718645656144,3.952512,296498065.820612
2024-09-12,688275,25.46,26.06,26.25,25.46,10037.0,26071071.0,3.08,1.72,0.44,1.27,0.19000000000000128,0.0,0.7899999999999991,0.5999999999999979,0.24050632911392594,0.0,0.7594936708860741,8830.018987341764,1206.9810126582374,3884.3498098913096,4311.787029223705,-427.4372193323952,4.973154,256964991.040951
2024-09-13,688275,25.9,25.24,26.05,25.11,10096.0,25598604.0,3.61,-3.15,-0.82,1.28,0.15000000000000213,0.129999999999999,0.9400000000000013,0.6600000000000001,0.15957446808510845,0.1382978723404243,0.7021276595744673,1503.6595744680892,8592.340425531911,3566.924445168214,4882.527482064799,-1315.6030368965853,2.453889,222702992.562676
2024-09-18,688275,25.23,24.51,25.24,24.37,6556.0,16180017.0,3.45,-2.89,-0.73,0.83,0.00999999999999801,0.14000000000000057,0.8699999999999974,0.7199999999999989,0.011494252873560965,0.1609195402298862,0.8275862068965528,565.1724137930997,5990.8275862068995,3166.6908409848656,5030.300829283746,-1863.6099882988801,1.846485,193009260.467184
2024-09-19,688275,24.61,25.01,25.28,24.35,5760.0,14333177.0,3.79,2.04,0.5,0.73,0.2699999999999996,0.259999999999998,0.9299999999999997,0.40000000000000213,0.2903225806451609,0.2795698924731162,0.4301075268817229,4118.7096774193615,1641.2903225806378,3293.6266858427985,4578.432761723332,-1284.8060758805336,2.063958,167274692.680087
2024-09-20,688275,24.91,24.51,24.92,24.44,6327.0,15574165.0,1.92,-2.0,-0.5,0.8,0.010000000000001563,0.07000000000000028,0.4800000000000004,0.3999999999999986,0.020833333333336573,0.1458333333333338,0.8333333333333296,527.2500000000116,5799.749999999988,2924.7764610637605,4741.27506016022,-1816.4985990964597,1.665986,144971400.544874
2024-09-23,688275,24.46,24.41,24.87,24.37,5000.0,12258115.0,2.04,-0.41,-0.1,0.63,0.41000000000000014,0.03999999999999915,0.5,0.05000000000000071,0.8200000000000003,0.0799999999999983,0.10000000000000142,2249.9999999999964,2750.0000000000036,2834.806266255259,4475.771718805525,-1640.965452550266,1.445693,125641880.664983
2024-09-24,688275,24.55,26.31,26.31,24.55,14761.0,37837389.0,7.21,7.78,1.9,1.87,0.0,0.0,1.759999999999998,1.759999999999998,0.0,0.0,1.0,14761.0,0.0,4424.965430754557,3879.0021562981215,545.9632744564356,1.836062,108889630.15446
2024-09-25,688275,26.59,26.55,27.12,26.54,13534.0,36268517.0,2.2,0.91,0.24,1.71,0.5300000000000011,0.010000000000001563,0.5800000000000018,0.03999999999999915,0.9137931034482749,0.017241379310347468,0.06896551724137762,6300.310344827597,7233.689655172403,4675.011419297629,4326.293822814692,348.71759648293664,2.015471,94371013.069262
2024-09-26,688275,26.38,27.38,27.38,26.23,11932.0,32101394.0,4.33,3.13,0.83,1.51,0.0,0.14999999999999858,1.1499999999999986,1.0,0.0,0.13043478260869457,0.8695652173913054,11153.82608695653,778.1739130434718,5538.853374985482,3853.21116817853,1685.6422068069523,2.111099,81788211.608173
2024-09-27,688275,27.72,29.32,29.8,27.72,15490.0,44508805.0,7.6,7.09,1.94,1.96,0.4800000000000004,0.0,2.080000000000002,1.6000000000000014,0.23076923076923078,0.0,0.7692307692307693,13702.692307692309,1787.3076923076924,6627.3652326797255,3577.7573713957518,3049.6078612839738,2.356174,70883117.04124
2024-09-30,688275,31.04,34.29,34.58,30.33,36367.0,117640151.0,14.5,16.95,4.97,4.3,0.28999999999999915,0.7100000000000009,4.25,3.25,0.06823529411764685,0.16705882352941195,0.7647058823529411,32088.529411764706,4278.470588235294,10022.18712322439,3671.185800307691,6351.0013229167,3.852515,61432035.282743
